(682, 5, 21, 2014, 10, 0)
(683, 5, 18, 2014, 7, 0)
(684, 5, 17, 2014, 10, 0)
(685, 5, 17, 2015, 11, 0)
(686, 5, 4, 2015, 6, 0)
(687, 5, 26, 2016, 8, 0)
(688, 5, 3, 2016, 6, 0)
(689, 5, 22, 2016, 4, 0)
(690, 5, 29, 2017, 7, 0)
(691, 5, 17, 2017, 10, 0)
(692, 5, 1, 2017, 9, 0)
(847, 9, 20, 2010, 2, 0)
(714, 5, 1, 2028, 1, 0)
(715, 5, 7, 2029, 3, 0)
(1116, 3, 31, 2025, 9, 0)
(1117, 3, 4, 2025, 3, 1)
(1119, 3, 17, 2026, 2, 1)
(1120, 3, 30, 2026, 2, 1)
(710, 5, 4, 2026, 2, 1)
(711, 5, 19, 2027, 7, 1)
(712, 5, 17, 2027, 8, 1)
(1118, 3, 22, 2025, 4, 0)
(1121, 3, 22, 2026, 11, 0)
(706, 5, 8, 2024, 1, 0)
(707, 5, 22, 2025, 10, 0)
(708, 5, 4, 2025, 11, 0)
(709, 5, 17, 2026, 3, 0)
(733, 6, 20, 2017, 12, 0)
(734, 6, 1, 2017, 6, 0)
(735, 6, 11, 2018, 8, 0)
(736, 6, 4, 2018, 2, 0)
(737, 6, 4, 2018, 1, 0)
(738, 6, 12, 2019, 10, 0)
(739, 6, 10, 2020, 10, 0)
(741, 6, 20, 2021, 5, 1)
(743, 6, 17, 2022, 6, 1)
(744, 6, 1, 2022, 6, 1)
(1122, 3, 11, 2027, 11, 1)
(1123, 3, 22, 2027, 7, 1)
(1125, 3, 20, 2028, 3, 1)
(755, 6, 30, 2027, 4, 1)
(757, 6, 1, 2029, 3, 1)
(758, 6, 3, 2029, 11, 1)
(759, 6, 7, 2029, 3, 1)
(740, 6, 30, 2020, 3, 0)
(742, 6, 2, 2021, 4, 0)
(1124, 3, 17, 2028, 12, 0)
(1126, 3, 3, 2029, 8, 0)
(853, 9, 15, 2013, 3, 0)
(753, 6, 8, 2026, 12, 0)
(754, 6, 17, 2026, 11, 0)
(756, 6, 17, 2028, 2, 0)
(760, 6, 27, 2030, 7, 0)
(746, 6, 12, 2023, 3, 1)
(750, 6, 9, 2025, 4, 1)
(751, 6, 18, 2025, 9, 1)
(745, 6, 29, 2023, 7, 0)
(747, 6, 12, 2023, 7, 0)
(748, 6, 2, 2024, 1, 0)
(749, 6, 1, 2024, 7, 0)
(752, 6, 16, 2025, 6, 0)
(730, 6, 20, 2015, 11, 0)
(731, 6, 4, 2016, 1, 0)
(732, 6, 4, 2017, 8, 0)
(848, 9, 1, 2011, 9, 0)
(849, 9, 15, 2011, 2, 0)
(850, 9, 8, 2011, 8, 0)
(851, 9, 23, 2012, 5, 0)
(852, 9, 22, 2012, 7, 0)
(705, 5, 3, 2024, 1, 0)
(761, 6, 4, 2030, 2, 1)
(717, 5, 17, 2030, 11, 1)
(773, 7, 29, 2014, 2, 0)
(774, 7, 4, 2015, 12, 0)
(775, 7, 14, 2015, 8, 0)
(1129, 4, 4, 2021, 2, 0)
(762, 6, 10, 2030, 7, 0)
(763, 7, 8, 2010, 1, 0)
(764, 7, 23, 2010, 10, 0)
(765, 7, 3, 2011, 6, 0)
(766, 7, 20, 2011, 2, 0)
(767, 7, 17, 2012, 5, 0)
(768, 7, 20, 2013, 6, 0)
(769, 7, 17, 2013, 10, 0)
(770, 7, 4, 2013, 6, 0)
(771, 7, 17, 2014, 3, 0)
(772, 7, 7, 2014, 3, 0)
(854, 9, 9, 2013, 12, 0)
(718, 6, 11, 2010, 1, 0)
(719, 6, 19, 2010, 2, 0)
(720, 6, 4, 2011, 6, 0)
(787, 7, 1, 2021, 12, 1)
(716, 5, 23, 2030, 11, 1)
(790, 7, 22, 2022, 8, 1)
(721, 6, 17, 2012, 9, 0)
(722, 6, 3, 2012, 11, 0)
(1127, 3, 32, 2029, 3, 0)
(1128, 3, 24, 2030, 3, 0)
(1130, 4, 9, 2022, 7, 0)
(1131, 4, 6, 2022, 10, 0)
(1132, 4, 16, 2023, 4, 0)
(1133, 4, 4, 2023, 11, 0)
(776, 7, 22, 2016, 7, 0)
(777, 7, 10, 2016, 1, 0)
(778, 7, 17, 2016, 9, 0)
(779, 7, 15, 2017, 3, 0)
(780, 7, 11, 2017, 10, 0)
(781, 7, 20, 2018, 2, 0)
(782, 7, 26, 2018, 1, 0)
(783, 7, 6, 2018, 5, 0)
(784, 7, 7, 2019, 9, 0)
(785, 7, 6, 2020, 2, 0)
(786, 7, 26, 2020, 2, 0)
(788, 7, 17, 2021, 2, 0)
(789, 7, 20, 2022, 2, 0)
(876, 9, 10, 2022, 8, 1)
(877, 9, 7, 2023, 9, 1)
(878, 9, 6, 2023, 9, 1)
(881, 9, 13, 2026, 11, 1)
(883, 9, 9, 2027, 6, 1)
(885, 9, 5, 2028, 6, 1)
(888, 9, 17, 2030, 4, 1)
(889, 9, 18, 2030, 6, 1)
(879, 9, 5, 2024, 3, 0)
(880, 9, 6, 2025, 10, 0)
(882, 9, 21, 2026, 6, 0)
(884, 9, 18, 2028, 10, 0)
(886, 9, 7, 2028, 10, 0)
(887, 9, 22, 2029, 12, 0)
(890, 10, 17, 2010, 3, 0)
(861, 9, 7, 2016, 11, 0)
(862, 9, 17, 2017, 7, 0)
(863, 9, 31, 2017, 10, 0)
(864, 9, 6, 2017, 10, 0)
(865, 9, 29, 2018, 1, 0)
(872, 9, 4, 2021, 10, 1)
(724, 6, 4, 2013, 5, 0)
(725, 6, 17, 2013, 5, 0)
(726, 6, 9, 2013, 10, 0)
(727, 6, 24, 2014, 11, 0)
(728, 6, 6, 2015, 7, 0)
(729, 6, 20, 2015, 9, 0)
(859, 9, 6, 2016, 10, 0)
(860, 9, 12, 2016, 4, 0)
(891, 10, 12, 2010, 4, 0)
(892, 10, 22, 2011, 6, 0)
(893, 10, 17, 2012, 2, 0)
(894, 10, 24, 2013, 1, 0)
(895, 10, 17, 2013, 7, 0)
(896, 10, 22, 2014, 8, 0)
(897, 10, 18, 2014, 1, 0)
(898, 10, 7, 2015, 9, 0)
(899, 10, 26, 2015, 9, 0)
(900, 10, 1, 2015, 5, 0)
(901, 10, 16, 2016, 6, 0)
(902, 10, 11, 2016, 3, 0)
(903, 10, 17, 2016, 5, 0)
(904, 10, 22, 2017, 8, 0)
(905, 10, 18, 2018, 12, 0)
(906, 10, 29, 2018, 11, 0)
(907, 10, 4, 2018, 11, 0)
(908, 10, 1, 2019, 2, 0)
(909, 10, 4, 2019, 5, 0)
(910, 10, 8, 2019, 3, 0)
(1136, 4, 9, 2024, 12, 0)
(866, 9, 31, 2018, 5, 0)
(867, 9, 3, 2018, 10, 0)
(868, 9, 18, 2019, 10, 0)
(869, 9, 20, 2019, 11, 0)
(870, 9, 9, 2019, 3, 0)
(871, 9, 5, 2020, 4, 0)
(1137, 4, 1, 2025, 8, 1)
(915, 10, 19, 2022, 11, 1)
(873, 9, 4, 2021, 5, 0)
(874, 9, 4, 2021, 12, 0)
(875, 9, 4, 2022, 7, 0)
(1135, 4, 3, 2024, 10, 0)
(1138, 4, 3, 2026, 2, 0)
(911, 10, 15, 2020, 12, 0)
(912, 10, 29, 2021, 3, 0)
(913, 10, 4, 2021, 6, 0)
(914, 10, 4, 2022, 11, 0)
(916, 10, 7, 2022, 5, 0)
(917, 10, 16, 2023, 3, 0)
(918, 10, 30, 2024, 3, 0)
(919, 10, 4, 2024, 9, 0)
(920, 10, 3, 2025, 1, 0)
(921, 10, 15, 2025, 12, 0)
(922, 10, 17, 2025, 5, 0)
(923, 10, 15, 2026, 8, 0)
(924, 10, 22, 2026, 5, 0)
(1134, 4, 32, 2023, 9, 1)
(792, 7, 11, 2024, 12, 1)
(927, 10, 20, 2027, 5, 1)
(929, 10, 1, 2028, 9, 1)
(1139, 4, 7, 2026, 9, 1)
(791, 7, 6, 2023, 9, 0)
(855, 9, 22, 2014, 11, 0)
(856, 9, 26, 2014, 3, 0)
(857, 9, 17, 2015, 1, 0)
(858, 9, 29, 2015, 6, 0)
(723, 6, 2, 2012, 9, 0)
(925, 10, 31, 2026, 6, 0)
(926, 10, 18, 2027, 2, 0)
(932, 10, 19, 2030, 9, 1)
(928, 10, 24, 2027, 4, 0)
(930, 10, 29, 2029, 2, 0)
(1140, 4, 17, 2027, 11, 0)
(931, 10, 17, 2029, 2, 0)
(933, 10, 8, 2030, 2, 0)
(934, 11, 4, 2010, 6, 0)
(935, 11, 4, 2011, 4, 0)
(1141, 4, 5, 2027, 10, 1)
(1142, 4, 4, 2028, 3, 1)
(959, 11, 7, 2021, 10, 1)
(948, 11, 17, 2017, 9, 0)
(949, 11, 26, 2017, 2, 0)
(950, 11, 20, 2017, 11, 0)
(1143, 4, 9, 2028, 7, 0)
(1144, 4, 7, 2029, 4, 0)
(951, 11, 31, 2018, 12, 0)
(952, 11, 8, 2018, 4, 0)
(953, 11, 17, 2018, 12, 0)
(954, 11, 18, 2019, 5, 0)
(955, 11, 5, 2019, 11, 0)
(956, 11, 15, 2019, 3, 0)
(957, 11, 17, 2020, 7, 0)
(958, 11, 17, 2021, 8, 0)
(960, 11, 27, 2021, 10, 0)
(961, 11, 17, 2022, 1, 0)
(962, 11, 6, 2023, 3, 1)
(966, 11, 7, 2026, 2, 1)
(968, 11, 17, 2027, 1, 1)
(937, 11, 17, 2011, 3, 0)
(938, 11, 22, 2012, 3, 0)
(939, 11, 17, 2012, 3, 0)
(940, 11, 6, 2013, 8, 0)
(941, 11, 1, 2014, 5, 0)
(942, 11, 17, 2015, 3, 0)
(943, 11, 15, 2015, 11, 0)
(944, 11, 9, 2015, 7, 0)
(945, 11, 21, 2016, 12, 0)
(946, 11, 11, 2016, 5, 0)
(947, 11, 30, 2016, 11, 0)
(963, 11, 19, 2024, 11, 0)
(964, 11, 7, 2024, 12, 0)
(965, 11, 18, 2025, 10, 0)
(967, 11, 3, 2026, 1, 0)
(1002, 12, 12, 2022, 9, 1)
(1003, 12, 6, 2022, 5, 1)
(1004, 12, 7, 2023, 1, 1)
(1008, 12, 4, 2024, 3, 1)
(1010, 12, 22, 2025, 9, 1)
(1150, 5, 20, 2022, 6, 1)
(1151, 5, 10, 2022, 2, 1)
(1152, 5, 2, 2023, 6, 1)
(1153, 5, 24, 2023, 10, 1)
(969, 11, 28, 2027, 4, 1)
(1145, 4, 24, 2029, 10, 1)
(991, 12, 8, 2016, 7, 0)
(992, 12, 6, 2016, 11, 0)
(993, 12, 32, 2017, 12, 0)
(994, 12, 1, 2017, 12, 0)
(995, 12, 17, 2018, 4, 0)
(996, 12, 4, 2019, 7, 0)
(997, 12, 10, 2019, 7, 0)
(998, 12, 10, 2019, 2, 0)
(999, 12, 4, 2020, 6, 0)
(1000, 12, 17, 2020, 12, 0)
(1001, 12, 11, 2021, 12, 0)
(1005, 12, 4, 2023, 7, 0)
(1006, 12, 15, 2023, 11, 0)
(1007, 12, 16, 2024, 8, 0)
(1009, 12, 2, 2024, 6, 0)
(970, 11, 18, 2028, 12, 0)
(1146, 4, 11, 2030, 5, 0)
(971, 11, 27, 2028, 4, 0)
(972, 11, 17, 2029, 11, 1)
(973, 11, 7, 2030, 3, 1)
(1147, 4, 12, 2030, 11, 1)
(1148, 5, 32, 2021, 3, 1)
(1149, 5, 17, 2022, 9, 1)
(974, 12, 4, 2010, 3, 0)
(975, 12, 32, 2010, 9, 0)
(976, 12, 30, 2010, 4, 0)
(977, 12, 4, 2011, 7, 0)
(978, 12, 7, 2011, 8, 0)
(979, 12, 24, 2011, 1, 0)
(980, 12, 1, 2012, 8, 0)
(981, 12, 6, 2012, 2, 0)
(982, 12, 4, 2012, 9, 0)
(983, 12, 29, 2013, 8, 0)
(984, 12, 14, 2014, 5, 0)
(985, 12, 3, 2014, 11, 0)
(986, 12, 8, 2014, 4, 0)
(987, 12, 20, 2015, 6, 0)
(988, 12, 4, 2015, 12, 0)
(989, 12, 4, 2015, 11, 0)
(990, 12, 20, 2016, 8, 0)
(1154, 5, 4, 2023, 10, 0)
(1014, 12, 17, 2026, 10, 0)
(1015, 12, 31, 2026, 3, 0)
(1016, 12, 29, 2027, 4, 0)
(1017, 12, 12, 2027, 10, 0)
(1022, 13, 2, 2010, 9, 0)
(1023, 13, 1, 2010, 7, 0)
(1024, 13, 23, 2010, 1, 0)
(1025, 13, 18, 2011, 11, 0)
(1026, 13, 18, 2012, 5, 0)
(1027, 13, 22, 2012, 3, 0)
(1028, 13, 12, 2012, 8, 0)
(1029, 13, 18, 2013, 2, 0)
(1030, 13, 17, 2013, 6, 0)
(1155, 5, 7, 2024, 6, 0)
(1156, 5, 20, 2024, 6, 0)
(1018, 12, 12, 2028, 12, 1)
(1031, 13, 10, 2013, 5, 0)
(1032, 13, 18, 2014, 1, 0)
(1033, 13, 16, 2014, 6, 0)
(1034, 13, 14, 2014, 11, 0)
(1035, 13, 17, 2015, 12, 0)
(1036, 13, 10, 2016, 6, 0)
(1037, 13, 2, 2016, 5, 0)
(1038, 13, 8, 2016, 1, 0)
(1039, 13, 10, 2017, 8, 0)
(1040, 13, 5, 2017, 9, 0)
(1041, 13, 22, 2017, 12, 0)
(1042, 13, 22, 2018, 6, 0)
(1043, 13, 6, 2018, 11, 0)
(1044, 13, 20, 2018, 11, 0)
(1045, 13, 20, 2019, 4, 0)
(1046, 13, 26, 2020, 4, 0)
(1019, 12, 11, 2029, 2, 1)
(1020, 12, 9, 2030, 5, 1)
(1021, 12, 3, 2030, 10, 1)
(1012, 12, 20, 2025, 1, 1)
(1013, 12, 21, 2026, 4, 1)
(1049, 13, 18, 2022, 7, 1)
(1051, 13, 7, 2022, 1, 1)
(1052, 13, 19, 2023, 11, 1)
(1054, 13, 17, 2024, 12, 1)
(1055, 13, 1, 2024, 4, 1)
(1056, 13, 3, 2024, 2, 1)
(1057, 13, 11, 2025, 10, 1)
(1058, 13, 27, 2026, 12, 1)
(1059, 13, 29, 2027, 7, 1)
(1060, 13, 20, 2027, 5, 1)
(1061, 13, 31, 2028, 3, 1)
(1062, 13, 13, 2029, 3, 1)
(1063, 13, 27, 2029, 6, 1)
(1064, 13, 1, 2030, 11, 1)
(1065, 13, 17, 2030, 6, 1)
(1067, 1, 15, 2021, 11, 1)
(1068, 1, 18, 2021, 2, 1)
(1161, 5, 20, 2027, 3, 1)
(1162, 5, 22, 2027, 2, 1)
(1165, 5, 18, 2028, 7, 1)
(1011, 12, 6, 2025, 1, 0)
(936, 11, 9, 2011, 12, 0)
(1047, 13, 28, 2020, 11, 0)
(1048, 13, 30, 2021, 11, 0)
(1050, 13, 13, 2022, 4, 0)
(1157, 5, 4, 2025, 7, 0)
(1053, 13, 4, 2023, 11, 0)
(1066, 13, 13, 2030, 9, 0)
(1069, 1, 21, 2021, 3, 0)
(1070, 1, 4, 2022, 4, 0)
(1158, 5, 4, 2025, 2, 0)
(1159, 5, 22, 2026, 5, 0)
(1160, 5, 1, 2026, 4, 0)
(1163, 5, 17, 2028, 12, 0)
(1164, 5, 32, 2028, 5, 0)
(1166, 5, 11, 2029, 2, 0)
(1167, 5, 8, 2029, 6, 0)
(1168, 5, 1, 2030, 1, 0)
(1073, 1, 24, 2024, 5, 0)
(1074, 1, 17, 2024, 11, 0)
(1075, 1, 8, 2024, 5, 0)
(1076, 1, 27, 2025, 1, 0)
(1080, 1, 6, 2026, 1, 0)
